"Suite","Phase","Method","Total","Concurrency","Log","Qps","P95","P99","Success","Failed","Status","PhaseStartUtc","PhaseEndUtc"
"stackexchange","warmup","all","500","20","artifacts\chaos-compare\run-20260507-225815\scale-in\stackexchange\run-20260507-225815\warmup.log","3.80","25355.93","61513.45","500","0","OK","2026-05-07T14:59:53.9902646Z","2026-05-07T15:02:09.7029297Z"
"stackexchange","baseline-get","get","5000","100","artifacts\chaos-compare\run-20260507-225815\scale-in\stackexchange\run-20260507-225815\baseline-get.log","3705.29","49.64","201.33","5000","0","OK","2026-05-07T15:02:09.7456551Z","2026-05-07T15:02:14.7917797Z"
"stackexchange","baseline-pipeline","pipeline","5000","100","artifacts\chaos-compare\run-20260507-225815\scale-in\stackexchange\run-20260507-225815\baseline-pipeline.log","2706.68","69.04","186.17","5000","0","OK","2026-05-07T15:02:14.8134130Z","2026-05-07T15:02:20.3334017Z"
"stackexchange","baseline-cacheshell","cacheshell","5000","100","artifacts\chaos-compare\run-20260507-225815\scale-in\stackexchange\run-20260507-225815\baseline-cacheshell.log","1605.65","99.89","164.87","5000","0","OK","2026-05-07T15:02:20.3475619Z","2026-05-07T15:02:27.7349300Z"
"stackexchange","baseline-slot","slot","5000","100","artifacts\chaos-compare\run-20260507-225815\scale-in\stackexchange\run-20260507-225815\baseline-slot.log","3607.18","63.90","188.63","5000","0","OK","2026-05-07T15:02:27.7604243Z","2026-05-07T15:02:34.2841982Z"
"stackexchange","baseline-node","node","500","25","artifacts\chaos-compare\run-20260507-225815\scale-in\stackexchange\run-20260507-225815\baseline-node.log","2.30","11607.08","12097.55","500","0","OK","2026-05-07T15:02:34.3276917Z","2026-05-07T15:06:15.4810897Z"
"stackexchange","mixed","all","20000","200","artifacts\chaos-compare\run-20260507-225815\scale-in\stackexchange\run-20260507-225815\mixed.log","12.54","96123.01","156293.95","19912","88","OK","2026-05-07T15:06:15.4912264Z","2026-05-07T15:32:54.6773615Z"
