"Suite","Phase","Method","Total","Concurrency","Log","Qps","P95","P99","Success","Failed","Status","PhaseStartUtc","PhaseEndUtc"
"csredis","warmup","all","500","20","artifacts\chaos-compare\run-20260508-004125\failover\csredis\run-20260508-004125\warmup.log","1.31","28659.80","31261.13","366","134","OK","2026-05-07T16:41:33.4801284Z","2026-05-07T16:47:58.7376330Z"
"csredis","baseline-get","get","5000","100","artifacts\chaos-compare\run-20260508-004125\failover\csredis\run-20260508-004125\baseline-get.log","8.30","22884.05","28293.52","3343","1657","OK","2026-05-07T16:47:58.7857823Z","2026-05-07T16:58:04.3086018Z"
"csredis","baseline-pipeline","pipeline","5000","100","artifacts\chaos-compare\run-20260508-004125\failover\csredis\run-20260508-004125\baseline-pipeline.log","12.15","17049.93","18763.35","3348","1652","OK","2026-05-07T16:58:04.3242494Z","2026-05-07T17:04:58.3465852Z"
"csredis","baseline-cacheshell","cacheshell","5000","100","artifacts\chaos-compare\run-20260508-004125\failover\csredis\run-20260508-004125\baseline-cacheshell.log","9.03","17834.04","19760.80","2187","2813","OK","2026-05-07T17:04:58.3627981Z","2026-05-07T17:14:14.3312142Z"
"csredis","baseline-slot","slot","5000","100","artifacts\chaos-compare\run-20260508-004125\failover\csredis\run-20260508-004125\baseline-slot.log","76.01","1967.73","2202.59","5000","0","OK","2026-05-07T17:14:14.3462165Z","2026-05-07T17:15:22.2896530Z"
"csredis","baseline-node","node","500","25","artifacts\chaos-compare\run-20260508-004125\failover\csredis\run-20260508-004125\baseline-node.log","5.88","6598.15","8444.84","500","0","OK","2026-05-07T17:15:22.3205862Z","2026-05-07T17:16:49.7620331Z"
"csredis","mixed","all","20000","200","artifacts\chaos-compare\run-20260508-004125\failover\csredis\run-20260508-004125\mixed.log","43.31","12182.77","17044.30","15122","4878","OK","2026-05-07T17:16:49.8315251Z","2026-05-07T17:24:34.0221627Z"
