"Suite","Phase","Method","Total","Concurrency","Log","Qps","P95","P99","Success","Failed","Status","PhaseStartUtc","PhaseEndUtc"
"csredis","warmup","all","500","20","artifacts\chaos-compare\run-20260507-234447\node-down\csredis\run-20260507-234447\warmup.log","2.73","16754.56","23370.59","309","191","OK","2026-05-07T15:44:54.8988520Z","2026-05-07T15:48:00.8592191Z"
"csredis","baseline-get","get","5000","100","artifacts\chaos-compare\run-20260507-234447\node-down\csredis\run-20260507-234447\baseline-get.log","37.76","11660.32","15712.78","4525","475","OK","2026-05-07T15:48:00.9069408Z","2026-05-07T15:50:15.4835364Z"
"csredis","baseline-pipeline","pipeline","5000","100","artifacts\chaos-compare\run-20260507-234447\node-down\csredis\run-20260507-234447\baseline-pipeline.log","882.47","388.01","515.84","5000","0","OK","2026-05-07T15:50:15.5015380Z","2026-05-07T15:50:24.4750801Z"
"csredis","baseline-cacheshell","cacheshell","5000","100","artifacts\chaos-compare\run-20260507-234447\node-down\csredis\run-20260507-234447\baseline-cacheshell.log","1245.62","187.05","235.31","5000","0","OK","2026-05-07T15:50:24.4856409Z","2026-05-07T15:50:31.6379820Z"
"csredis","baseline-slot","slot","5000","100","artifacts\chaos-compare\run-20260507-234447\node-down\csredis\run-20260507-234447\baseline-slot.log","5703.97","47.94","109.95","5000","0","OK","2026-05-07T15:50:31.6569856Z","2026-05-07T15:50:35.4997350Z"
"csredis","baseline-node","node","500","25","artifacts\chaos-compare\run-20260507-234447\node-down\csredis\run-20260507-234447\baseline-node.log","13.04","1885.70","4099.85","500","0","OK","2026-05-07T15:50:35.5283871Z","2026-05-07T15:51:17.1134941Z"
"csredis","mixed","all","20000","200","artifacts\chaos-compare\run-20260507-234447\node-down\csredis\run-20260507-234447\mixed.log","464.06","1675.17","2192.13","20000","0","OK","2026-05-07T15:51:17.1876729Z","2026-05-07T15:52:03.4213465Z"
