"TimestampUtc","Scenario","Event","Detail"
"2026-05-06T16:29:32.8074673Z","failover","scenario_start","start scenario execution"
"2026-05-06T16:29:32.8190861Z","failover","readiness_probe_start","suite=csredis target=http://127.0.0.1:50051"
"2026-05-06T16:29:35.1136080Z","failover","readiness_probe_ok","suite=csredis target=http://127.0.0.1:50051"
"2026-05-06T16:29:35.1146140Z","failover","readiness_probe_start","suite=stackexchange target=http://127.0.0.1:50052"
"2026-05-06T16:29:37.4115545Z","failover","readiness_probe_ok","suite=stackexchange target=http://127.0.0.1:50052"
"2026-05-06T16:29:37.4131849Z","failover","persistent_master_down_start","stop failover master before stress: redis-cluster-1"
"2026-05-06T16:29:38.4659759Z","failover","persistent_master_down_verified_start","container_running=False"
"2026-05-06T16:29:38.4664731Z","failover","suite_stress_start","suite=csredis"
"2026-05-06T16:29:38.5197694Z","failover","suite_stress_start","suite=stackexchange"
"2026-05-06T16:29:38.5548243Z","failover","csredis_cacheshell_probe_start","start extra probe"
"2026-05-06T16:30:26.7054462Z","failover","csredis_cacheshell_probe_end","log=artifacts\chaos-compare\run-20260507-002932\failover\csredis-cacheshell-probe\probe.log"
"2026-05-06T16:39:23.0252442Z","failover","suite_stress_end","suite=csredis"
"2026-05-06T16:39:23.0257439Z","failover","suite_stress_end","suite=stackexchange"
"2026-05-06T16:39:23.1373052Z","failover","persistent_master_down_verified_end","container_running=False"
"2026-05-06T16:39:23.1388050Z","failover","persistent_master_recover_start","recover failover master: redis-cluster-1"
"2026-05-06T16:39:24.1845473Z","failover","persistent_master_recover_end","recover completed: redis-cluster-1"
"2026-05-06T16:40:20.9086922Z","failover","scenario_end","scenario summary generated"
