"Suite","Phase","Method","Total","Concurrency","Log","Qps","P95","P99","Success","Failed","Status"
"stackexchange","warmup","all","500","20","artifacts\chaos-compare\run-real-all-restart-apps\failover\stackexchange\run-real-all-restart-apps\warmup.log","285.30","292.39","469.57","500","0","OK"
"stackexchange","baseline-get","get","5000","100","artifacts\chaos-compare\run-real-all-restart-apps\failover\stackexchange\run-real-all-restart-apps\baseline-get.log","6153.38","22.79","146.24","5000","0","OK"
"stackexchange","baseline-pipeline","pipeline","5000","100","artifacts\chaos-compare\run-real-all-restart-apps\failover\stackexchange\run-real-all-restart-apps\baseline-pipeline.log","4893.85","33.33","133.18","5000","0","OK"
"stackexchange","baseline-cacheshell","cacheshell","5000","100","artifacts\chaos-compare\run-real-all-restart-apps\failover\stackexchange\run-real-all-restart-apps\baseline-cacheshell.log","2777.10","59.65","130.22","5000","0","OK"
"stackexchange","baseline-slot","slot","5000","100","artifacts\chaos-compare\run-real-all-restart-apps\failover\stackexchange\run-real-all-restart-apps\baseline-slot.log","9812.17","11.47","128.25","5000","0","OK"
"stackexchange","baseline-node","node","500","25","artifacts\chaos-compare\run-real-all-restart-apps\failover\stackexchange\run-real-all-restart-apps\baseline-node.log","89.12","652.17","793.59","500","0","OK"
"stackexchange","mixed","all","20000","200","artifacts\chaos-compare\run-real-all-restart-apps\failover\stackexchange\run-real-all-restart-apps\mixed.log","199.28","2654.08","21899.60","19994","6","OK"
