"Suite","Phase","Method","Total","Concurrency","Log","Qps","P95","P99","Success","Failed","Status"
"csredis","warmup","all","500","20","artifacts\chaos-compare\run-real-all-restart-apps\failover\csredis\run-real-all-restart-apps\warmup.log","29.76","3803.55","7800.42","500","0","OK"
"csredis","baseline-get","get","5000","100","artifacts\chaos-compare\run-real-all-restart-apps\failover\csredis\run-real-all-restart-apps\baseline-get.log","3855.53","40.83","220.36","5000","0","OK"
"csredis","baseline-pipeline","pipeline","5000","100","artifacts\chaos-compare\run-real-all-restart-apps\failover\csredis\run-real-all-restart-apps\baseline-pipeline.log","3464.65","52.19","118.91","5000","0","OK"
"csredis","baseline-cacheshell","cacheshell","5000","100","artifacts\chaos-compare\run-real-all-restart-apps\failover\csredis\run-real-all-restart-apps\baseline-cacheshell.log","1280.41","193.25","247.52","5000","0","OK"
"csredis","baseline-slot","slot","5000","100","artifacts\chaos-compare\run-real-all-restart-apps\failover\csredis\run-real-all-restart-apps\baseline-slot.log","8496.37","14.87","119.20","5000","0","OK"
"csredis","baseline-node","node","500","25","artifacts\chaos-compare\run-real-all-restart-apps\failover\csredis\run-real-all-restart-apps\baseline-node.log","7.29","9518.17","11673.19","500","0","OK"
"csredis","mixed","all","20000","200","artifacts\chaos-compare\run-real-all-restart-apps\failover\csredis\run-real-all-restart-apps\mixed.log","87.36","10611.30","20732.28","20000","0","OK"
