"Suite","Phase","Method","Total","Concurrency","Log","Qps","P95","P99","Success","Failed","Status"
"csredis","warmup","all","20","5","artifacts\chaos-10x\batch-one-look-failover\iter-01\run-iter-01\failover\csredis\run-iter-01\warmup.log","97.98","140.52","168.29","20","0","OK"
"csredis","baseline-get","get","100","20","artifacts\chaos-10x\batch-one-look-failover\iter-01\run-iter-01\failover\csredis\run-iter-01\baseline-get.log","579.49","152.33","153.54","100","0","OK"
"csredis","baseline-pipeline","pipeline","100","20","artifacts\chaos-10x\batch-one-look-failover\iter-01\run-iter-01\failover\csredis\run-iter-01\baseline-pipeline.log","493.70","163.98","165.89","100","0","OK"
"csredis","baseline-cacheshell","cacheshell","100","20","artifacts\chaos-10x\batch-one-look-failover\iter-01\run-iter-01\failover\csredis\run-iter-01\baseline-cacheshell.log","375.40","204.33","206.25","100","0","OK"
"csredis","baseline-slot","slot","100","20","artifacts\chaos-10x\batch-one-look-failover\iter-01\run-iter-01\failover\csredis\run-iter-01\baseline-slot.log","533.96","168.95","169.00","100","0","OK"
"csredis","baseline-node","node","100","5","artifacts\chaos-10x\batch-one-look-failover\iter-01\run-iter-01\failover\csredis\run-iter-01\baseline-node.log","65.77","94.01","219.51","100","0","OK"
"csredis","mixed","all","300","50","artifacts\chaos-10x\batch-one-look-failover\iter-01\run-iter-01\failover\csredis\run-iter-01\mixed.log","14.56","10030.04","15122.12","209","91","OK"
