"Scenario","Suite","Phase","Method","Total","Concurrency","Qps","P95","P99","Success","Failed","Status","Log","FailureClass","FailureReason"
"node-down","csredis","warmup","all","500","20","7.96","6157.12","47388.09","488","12","OK","artifacts\chaos-compare\run-20260507-005012\node-down\csredis\run-20260507-005012\warmup.log","timeout_dominant","mixed_p95_high_with_failures"
"node-down","csredis","baseline-get","get","5000","100","5934.88","26.66","111.31","5000","0","OK","artifacts\chaos-compare\run-20260507-005012\node-down\csredis\run-20260507-005012\baseline-get.log","timeout_dominant","mixed_p95_high_with_failures"
"node-down","csredis","baseline-pipeline","pipeline","5000","100","2719.37","65.61","151.39","5000","0","OK","artifacts\chaos-compare\run-20260507-005012\node-down\csredis\run-20260507-005012\baseline-pipeline.log","timeout_dominant","mixed_p95_high_with_failures"
"node-down","csredis","baseline-cacheshell","cacheshell","5000","100","1514.92","159.14","212.96","5000","0","OK","artifacts\chaos-compare\run-20260507-005012\node-down\csredis\run-20260507-005012\baseline-cacheshell.log","timeout_dominant","mixed_p95_high_with_failures"
"node-down","csredis","baseline-slot","slot","5000","100","7012.78","22.32","119.13","5000","0","OK","artifacts\chaos-compare\run-20260507-005012\node-down\csredis\run-20260507-005012\baseline-slot.log","timeout_dominant","mixed_p95_high_with_failures"
"node-down","csredis","baseline-node","node","500","25","7.35","6342.45","7791.34","500","0","OK","artifacts\chaos-compare\run-20260507-005012\node-down\csredis\run-20260507-005012\baseline-node.log","timeout_dominant","mixed_p95_high_with_failures"
"node-down","csredis","mixed","all","20000","200","144.15","3617.59","20566.79","19839","161","OK","artifacts\chaos-compare\run-20260507-005012\node-down\csredis\run-20260507-005012\mixed.log","timeout_dominant","mixed_p95_high_with_failures"
"node-down","stackexchange","warmup","all","500","20","7.34","11504.98","23955.79","500","0","OK","artifacts\chaos-compare\run-20260507-005012\node-down\stackexchange\run-20260507-005012\warmup.log","timeout_dominant","mixed_p95_high_with_failures"
"node-down","stackexchange","baseline-get","get","5000","100","7087.72","19.75","114.73","5000","0","OK","artifacts\chaos-compare\run-20260507-005012\node-down\stackexchange\run-20260507-005012\baseline-get.log","timeout_dominant","mixed_p95_high_with_failures"
"node-down","stackexchange","baseline-pipeline","pipeline","5000","100","2690.78","78.55","189.98","5000","0","OK","artifacts\chaos-compare\run-20260507-005012\node-down\stackexchange\run-20260507-005012\baseline-pipeline.log","timeout_dominant","mixed_p95_high_with_failures"
"node-down","stackexchange","baseline-cacheshell","cacheshell","5000","100","2351.09","65.11","138.07","5000","0","OK","artifacts\chaos-compare\run-20260507-005012\node-down\stackexchange\run-20260507-005012\baseline-cacheshell.log","timeout_dominant","mixed_p95_high_with_failures"
"node-down","stackexchange","baseline-slot","slot","5000","100","8360.30","15.54","122.06","5000","0","OK","artifacts\chaos-compare\run-20260507-005012\node-down\stackexchange\run-20260507-005012\baseline-slot.log","timeout_dominant","mixed_p95_high_with_failures"
"node-down","stackexchange","baseline-node","node","500","25","2.42","11727.08","12442.11","500","0","OK","artifacts\chaos-compare\run-20260507-005012\node-down\stackexchange\run-20260507-005012\baseline-node.log","timeout_dominant","mixed_p95_high_with_failures"
"node-down","stackexchange","mixed","all","20000","200","29.67","38451.71","79927.55","19977","23","OK","artifacts\chaos-compare\run-20260507-005012\node-down\stackexchange\run-20260507-005012\mixed.log","timeout_dominant","mixed_p95_high_with_failures"
