"Suite","Phase","Method","Total","Concurrency","Log","Qps","P95","P99","Success","Failed","Status","PhaseStartUtc","PhaseEndUtc"
"stackexchange","warmup","all","500","20","artifacts\chaos-compare\run-20260507-234447\node-down\stackexchange\run-20260507-234447\warmup.log","6.67","14040.99","21718.62","467","33","OK","2026-05-07T15:44:54.9500402Z","2026-05-07T15:46:12.6239186Z"
"stackexchange","baseline-get","get","5000","100","artifacts\chaos-compare\run-20260507-234447\node-down\stackexchange\run-20260507-234447\baseline-get.log","5919.23","31.61","119.85","5000","0","OK","2026-05-07T15:46:12.6681848Z","2026-05-07T15:46:16.0837607Z"
"stackexchange","baseline-pipeline","pipeline","5000","100","artifacts\chaos-compare\run-20260507-234447\node-down\stackexchange\run-20260507-234447\baseline-pipeline.log","4728.47","34.75","118.87","5000","0","OK","2026-05-07T15:46:16.1011618Z","2026-05-07T15:46:19.5629924Z"
"stackexchange","baseline-cacheshell","cacheshell","5000","100","artifacts\chaos-compare\run-20260507-234447\node-down\stackexchange\run-20260507-234447\baseline-cacheshell.log","2673.27","60.38","125.22","5000","0","OK","2026-05-07T15:46:19.5790142Z","2026-05-07T15:46:23.7010392Z"
"stackexchange","baseline-slot","slot","5000","100","artifacts\chaos-compare\run-20260507-234447\node-down\stackexchange\run-20260507-234447\baseline-slot.log","8321.71","15.71","147.59","5000","0","OK","2026-05-07T15:46:23.7136118Z","2026-05-07T15:46:26.7655292Z"
"stackexchange","baseline-node","node","500","25","artifacts\chaos-compare\run-20260507-234447\node-down\stackexchange\run-20260507-234447\baseline-node.log","2.22","13210.73","14854.69","500","0","OK","2026-05-07T15:46:26.7961738Z","2026-05-07T15:50:14.4945559Z"
"stackexchange","mixed","all","20000","200","artifacts\chaos-compare\run-20260507-234447\node-down\stackexchange\run-20260507-234447\mixed.log","10.73","120301.04","175565.76","19857","143","OK","2026-05-07T15:50:14.5645104Z","2026-05-07T16:21:21.5255153Z"
