"Suite","Phase","Method","Total","Concurrency","Log","Qps","P95","P99","Success","Failed","Status","PhaseStartUtc","PhaseEndUtc"
"csredis","warmup","all","500","20","artifacts\chaos-compare\run-20260507-011304\scale-in\csredis\run-20260507-011304\warmup.log","10.57","13390.96","18645.13","500","0","OK","2026-05-06T17:14:16.0538784Z","2026-05-06T17:15:06.5154601Z"
"csredis","baseline-get","get","5000","100","artifacts\chaos-compare\run-20260507-011304\scale-in\csredis\run-20260507-011304\baseline-get.log","98.56","6792.32","7721.53","5000","0","OK","2026-05-06T17:15:06.5675288Z","2026-05-06T17:16:00.6604759Z"
"csredis","baseline-pipeline","pipeline","5000","100","artifacts\chaos-compare\run-20260507-011304\scale-in\csredis\run-20260507-011304\baseline-pipeline.log","135.72","3637.66","16097.77","4902","98","OK","2026-05-06T17:16:00.6741609Z","2026-05-06T17:16:40.4472473Z"
"csredis","baseline-cacheshell","cacheshell","5000","100","artifacts\chaos-compare\run-20260507-011304\scale-in\csredis\run-20260507-011304\baseline-cacheshell.log","140.12","5629.38","7028.20","4918","82","OK","2026-05-06T17:16:40.4826122Z","2026-05-06T17:17:19.8317084Z"
"csredis","baseline-slot","slot","5000","100","artifacts\chaos-compare\run-20260507-011304\scale-in\csredis\run-20260507-011304\baseline-slot.log","2469.09","128.39","189.54","5000","0","OK","2026-05-06T17:17:19.8480082Z","2026-05-06T17:17:24.9616717Z"
"csredis","baseline-node","node","500","25","artifacts\chaos-compare\run-20260507-011304\scale-in\csredis\run-20260507-011304\baseline-node.log","12.79","9170.47","10258.88","500","0","OK","2026-05-06T17:17:25.0044500Z","2026-05-06T17:18:07.3391073Z"
"csredis","mixed","all","20000","200","artifacts\chaos-compare\run-20260507-011304\scale-in\csredis\run-20260507-011304\mixed.log","161.93","6865.07","8431.96","20000","0","OK","2026-05-06T17:18:07.3526146Z","2026-05-06T17:20:13.1665308Z"
