"Suite","Phase","Method","Total","Concurrency","Log","Qps","P95","P99","Success","Failed","Status"
"csredis","warmup","all","500","20","artifacts\chaos-compare\run-real-all-restart-apps\scale-in\csredis\run-real-all-restart-apps\warmup.log","33.76","3151.72","8903.26","500","0","OK"
"csredis","baseline-get","get","5000","100","artifacts\chaos-compare\run-real-all-restart-apps\scale-in\csredis\run-real-all-restart-apps\baseline-get.log","5938.34","25.98","133.46","5000","0","OK"
"csredis","baseline-pipeline","pipeline","5000","100","artifacts\chaos-compare\run-real-all-restart-apps\scale-in\csredis\run-real-all-restart-apps\baseline-pipeline.log","2118.52","90.77","220.93","5000","0","OK"
"csredis","baseline-cacheshell","cacheshell","5000","100","artifacts\chaos-compare\run-real-all-restart-apps\scale-in\csredis\run-real-all-restart-apps\baseline-cacheshell.log","1988.30","97.85","145.70","5000","0","OK"
"csredis","baseline-slot","slot","5000","100","artifacts\chaos-compare\run-real-all-restart-apps\scale-in\csredis\run-real-all-restart-apps\baseline-slot.log","5809.04","32.90","187.39","5000","0","OK"
"csredis","baseline-node","node","500","25","artifacts\chaos-compare\run-real-all-restart-apps\scale-in\csredis\run-real-all-restart-apps\baseline-node.log","52.56","1204.27","3357.69","500","0","OK"
"csredis","mixed","all","20000","200","artifacts\chaos-compare\run-real-all-restart-apps\scale-in\csredis\run-real-all-restart-apps\mixed.log","85.32","10533.29","27517.21","19602","398","OK"
